gene,module
ENSG00000011260,50
ENSG00000261371,50
ENSG00000108854,50
ENSG00000185359,50
ENSG00000069329,50
ENSG00000140718,50
ENSG00000185164,50
ENSG00000136448,50
ENSG00000167967,50
ENSG00000167965,50
ENSG00000083093,50
ENSG00000125445,50
ENSG00000141198,50
ENSG00000136450,50
ENSG00000131469,50
ENSG00000161970,50
ENSG00000170310,50
ENSG00000004142,50
ENSG00000176170,50
ENSG00000132507,50
ENSG00000262814,50
ENSG00000108469,50
ENSG00000176160,50
ENSG00000083290,50
ENSG00000204316,50
ENSG00000167881,50
ENSG00000070540,50
ENSG00000121064,50
ENSG00000154265,50
ENSG00000159217,50
ENSG00000169696,50
ENSG00000108468,50
ENSG00000132478,50
ENSG00000166562,50
ENSG00000108298,50
ENSG00000037042,50
ENSG00000108953,50
ENSG00000121060,50
ENSG00000188215,50
ENSG00000103196,50
ENSG00000108826,50
ENSG00000008517,50
ENSG00000103404,50
ENSG00000132591,50
ENSG00000140988,50
ENSG00000185338,50
ENSG00000103202,50
ENSG00000086504,50
ENSG00000189067,50
ENSG00000108389,50
ENSG00000170296,50
ENSG00000108395,50
ENSG00000108840,50
ENSG00000103549,50
ENSG00000167862,50
ENSG00000141456,50
ENSG00000183751,50
ENSG00000103319,50
ENSG00000089685,50
ENSG00000141101,50
ENSG00000100726,50
ENSG00000141736,50
ENSG00000174943,50
ENSG00000103266,50
ENSG00000178607,50
ENSG00000140968,50
ENSG00000176108,50
ENSG00000127554,50
ENSG00000141012,50
ENSG00000275700,50
ENSG00000103512,50
ENSG00000185624,50
ENSG00000171861,50
ENSG00000141576,50
ENSG00000141337,50
ENSG00000155393,50
ENSG00000187741,50
ENSG00000081913,50
ENSG00000078043,50
ENSG00000177426,50
ENSG00000167487,50
ENSG00000100442,50
ENSG00000126261,50
ENSG00000133265,50
ENSG00000092148,50
ENSG00000165355,50
ENSG00000254901,50
ENSG00000128016,50
ENSG00000105401,50
ENSG00000105193,50
ENSG00000126803,50
ENSG00000105197,50
ENSG00000089723,50
ENSG00000100644,50
ENSG00000065268,50
ENSG00000179115,50
ENSG00000009830,50
ENSG00000179262,50
ENSG00000198668,50
ENSG00000140009,50
ENSG00000074842,50
ENSG00000031823,50
ENSG00000051180,50
ENSG00000101460,50
ENSG00000078747,50
ENSG00000101310,50
ENSG00000142208,50
ENSG00000101104,50
ENSG00000140105,50
ENSG00000129460,50
ENSG00000182087,50
ENSG00000165516,50
ENSG00000101152,50
ENSG00000118705,50
ENSG00000213741,50
ENSG00000064601,50
ENSG00000078804,50
ENSG00000125912,50
ENSG00000156381,50
ENSG00000100906,50
ENSG00000171700,50
ENSG00000100994,50
ENSG00000179271,50
ENSG00000119616,50
ENSG00000063177,50
ENSG00000063176,50
ENSG00000100897,50
ENSG00000092201,50
ENSG00000100823,50
ENSG00000136319,50
ENSG00000179454,50
ENSG00000104872,50
ENSG00000100911,50
ENSG00000119655,50
ENSG00000119684,50
ENSG00000119718,50
ENSG00000119630,50
ENSG00000167670,50
ENSG00000100804,50
ENSG00000129562,50
ENSG00000042088,50
ENSG00000165914,50
ENSG00000142534,50
ENSG00000131981,50
ENSG00000129559,50
ENSG00000105438,50
ENSG00000100934,50
ENSG00000108107,50
ENSG00000130811,50
ENSG00000108551,50
ENSG00000157227,50
ENSG00000254858,50
ENSG00000039650,50
ENSG00000092140,50
ENSG00000105447,50
ENSG00000115268,50
ENSG00000100441,50
ENSG00000119638,50
ENSG00000233927,50
ENSG00000100883,50
ENSG00000100568,50
ENSG00000081181,50
ENSG00000167772,50
ENSG00000185236,50
ENSG00000139990,50
ENSG00000099797,50
ENSG00000197122,50
ENSG00000074696,50
ENSG00000167004,50
ENSG00000140332,50
ENSG00000174444,50
ENSG00000169032,50
ENSG00000049759,50
ENSG00000101558,50
ENSG00000213614,50
ENSG00000101751,50
ENSG00000169918,50
ENSG00000101752,50
ENSG00000182768,50
ENSG00000169594,50
ENSG00000140463,50
ENSG00000074695,50
ENSG00000255112,50
ENSG00000101782,50
ENSG00000166192,50
ENSG00000141452,50
ENSG00000198690,50
ENSG00000166794,50
ENSG00000185033,50
ENSG00000182774,50
ENSG00000059145,50
ENSG00000176624,50
ENSG00000134440,50
ENSG00000067369,50
ENSG00000170677,50
ENSG00000172349,50
ENSG00000140403,50
ENSG00000131196,50
ENSG00000141385,50
ENSG00000140612,50
ENSG00000167196,50
ENSG00000265681,50
ENSG00000140367,50
ENSG00000101557,50
ENSG00000069974,50
ENSG00000104142,50
ENSG00000141447,50
ENSG00000140598,50
ENSG00000140553,50
ENSG00000166233,50
ENSG00000141458,50
ENSG00000179455,50
ENSG00000154237,50
ENSG00000259494,50
ENSG00000100979,50
ENSG00000088832,50
ENSG00000242372,50
ENSG00000181991,50
ENSG00000166557,50
ENSG00000132646,50
ENSG00000140443,50
ENSG00000124207,50
ENSG00000087586,50
ENSG00000124217,50
ENSG00000101236,50
ENSG00000088833,50
ENSG00000124228,50
ENSG00000140464,50
ENSG00000169018,50
ENSG00000101255,50
ENSG00000101187,50
ENSG00000140511,50
ENSG00000064726,50
ENSG00000092470,50
ENSG00000124226,50
ENSG00000171858,50
ENSG00000131871,50
ENSG00000137818,50
ENSG00000166855,50
ENSG00000130702,50
ENSG00000182718,50
ENSG00000130706,50
ENSG00000125818,50
ENSG00000125821,50
ENSG00000157450,50
ENSG00000033800,50
ENSG00000197361,50
ENSG00000103671,50
ENSG00000170236,50
ENSG00000198171,50
ENSG00000171552,50
ENSG00000134153,50
ENSG00000125901,50
ENSG00000090339,50
ENSG00000157911,50
ENSG00000134452,50
ENSG00000114391,50
ENSG00000121579,50
ENSG00000174579,50
ENSG00000132155,50
ENSG00000058262,50
ENSG00000114098,50
ENSG00000168827,50
ENSG00000168036,50
ENSG00000163932,50
ENSG00000131374,50
ENSG00000182899,50
ENSG00000163820,50
ENSG00000114302,50
ENSG00000144867,50
ENSG00000164077,50
ENSG00000174173,50
ENSG00000163602,50
ENSG00000164081,50
ENSG00000173531,50
ENSG00000075651,50
ENSG00000073111,50
ENSG00000114686,50
ENSG00000144895,50
ENSG00000175110,50
ENSG00000129071,50
ENSG00000181789,50
ENSG00000003756,50
ENSG00000150995,50
ENSG00000152952,50
ENSG00000114026,50
ENSG00000145386,50
ENSG00000007062,50
ENSG00000004468,50
ENSG00000168538,50
ENSG00000179059,50
ENSG00000151729,50
ENSG00000184108,50
ENSG00000129128,50
ENSG00000052795,50
ENSG00000059691,50
ENSG00000170153,50
ENSG00000150961,50
ENSG00000114573,50
ENSG00000198856,50
ENSG00000169288,50
ENSG00000145354,50
ENSG00000109606,50
ENSG00000187098,50
ENSG00000163528,50
ENSG00000145050,50
ENSG00000153558,50
ENSG00000170275,50
ENSG00000144744,50
ENSG00000182247,50
ENSG00000144712,50
ENSG00000078081,50
ENSG00000138674,50
ENSG00000056736,50
ENSG00000132170,50
ENSG00000164049,50
ENSG00000114867,50
ENSG00000163635,50
ENSG00000175193,50
ENSG00000163902,50
ENSG00000185798,50
ENSG00000090530,50
ENSG00000163904,50
ENSG00000113916,50
ENSG00000174013,50
ENSG00000051382,50
ENSG00000145191,50
ENSG00000163638,50
ENSG00000114739,50
ENSG00000155890,50
ENSG00000120742,50
ENSG00000132394,50
ENSG00000181788,50
ENSG00000175792,50
ENSG00000065485,50
ENSG00000114125,50
ENSG00000158186,50
ENSG00000114520,50
ENSG00000163513,50
ENSG00000163412,50
ENSG00000114423,50
ENSG00000154174,50
ENSG00000138246,50
ENSG00000171109,50
ENSG00000136522,50
ENSG00000041802,50
ENSG00000164045,50
ENSG00000121879,50
ENSG00000186792,50
ENSG00000184500,50
ENSG00000196549,50
ENSG00000058056,50
ENSG00000163686,50
ENSG00000073282,50
ENSG00000129055,50
ENSG00000177479,50
ENSG00000082701,50
ENSG00000144713,50
ENSG00000172053,50
ENSG00000184432,50
ENSG00000164091,50
ENSG00000162244,50
ENSG00000114767,50
ENSG00000186432,50
ENSG00000188313,50
ENSG00000114648,50
ENSG00000164068,50
ENSG00000169251,50
ENSG00000018408,50
ENSG00000163636,50
ENSG00000114850,50
ENSG00000177383,50
ENSG00000134109,50
ENSG00000118564,50
ENSG00000114738,50
ENSG00000109339,50
ENSG00000163291,50
ENSG00000019582,50
ENSG00000146083,50
ENSG00000113734,50
ENSG00000113732,50
ENSG00000037241,50
ENSG00000120129,50
ENSG00000170606,50
ENSG00000169228,50
ENSG00000043143,50
ENSG00000083312,50
ENSG00000186468,50
ENSG00000134058,50
ENSG00000134987,50
ENSG00000086189,50
ENSG00000094880,50
ENSG00000127022,50
ENSG00000176783,50
ENSG00000072682,50
ENSG00000158985,50
ENSG00000145604,50
ENSG00000164615,50
ENSG00000113615,50
ENSG00000152700,50
ENSG00000164338,50
ENSG00000113013,50
ENSG00000152503,50
ENSG00000125347,50
ENSG00000113068,50
ENSG00000132842,50
ENSG00000145592,50
ENSG00000164284,50
ENSG00000133706,50
ENSG00000156463,50
ENSG00000120705,50
ENSG00000113296,50
ENSG00000171617,50
ENSG00000161011,50
ENSG00000145495,50
ENSG00000164292,50
ENSG00000113140,50
ENSG00000150753,50
ENSG00000113648,50
ENSG00000153071,50
ENSG00000113575,50
ENSG00000070808,50
ENSG00000168724,50
ENSG00000134352,50
ENSG00000113048,50
ENSG00000171530,50
ENSG00000164253,50
ENSG00000145703,50
ENSG00000134056,50
ENSG00000196743,50
ENSG00000145675,50
ENSG00000134057,50
ENSG00000164332,50
ENSG00000172062,50
ENSG00000170445,50
ENSG00000112855,50
ENSG00000169247,50
ENSG00000154277,50
ENSG00000163071,50
ENSG00000168884,50
ENSG00000178950,50
ENSG00000138798,50
ENSG00000163104,50
ENSG00000170088,50
ENSG00000109189,50
ENSG00000198589,50
ENSG00000145416,50
ENSG00000138642,50
ENSG00000013288,50
ENSG00000164163,50
ENSG00000179046,50
ENSG00000109790,50
ENSG00000118785,50
ENSG00000125089,50
ENSG00000151806,50
ENSG00000164022,50
ENSG00000109332,50
ENSG00000109323,50
ENSG00000171497,50
ENSG00000153130,50
ENSG00000137473,50
ENSG00000087269,50
ENSG00000109685,50
ENSG00000013810,50
ENSG00000164164,50
ENSG00000072201,50
ENSG00000164070,50
ENSG00000170464,50
ENSG00000113520,50
ENSG00000113269,50
ENSG00000013561,50
ENSG00000120725,50
ENSG00000123213,50
ENSG00000082515,50
ENSG00000081791,50
ENSG00000168938,50
ENSG00000134970,50
ENSG00000113369,50
ENSG00000113318,50
ENSG00000152409,50
ENSG00000134480,50
ENSG00000113273,50
ENSG00000113597,50
ENSG00000170571,50
ENSG00000112996,50
ENSG00000177058,50
ENSG00000183580,50
ENSG00000145425,50
ENSG00000164024,50
ENSG00000178222,50
ENSG00000164134,50
ENSG00000163440,50
ENSG00000138685,50
ENSG00000164073,50
ENSG00000145332,50
ENSG00000237693,50
ENSG00000011198,50
ENSG00000079246,50
ENSG00000162595,50
ENSG00000162409,50
ENSG00000143374,50
ENSG00000198625,50
ENSG00000158615,50
ENSG00000090273,50
ENSG00000175793,50
ENSG00000265972,50
ENSG00000135823,50
ENSG00000116898,50
ENSG00000143553,50
ENSG00000054116,50
ENSG00000198700,50
ENSG00000180198,50
ENSG00000197785,50
ENSG00000132485,50
ENSG00000173641,50
ENSG00000174842,50
ENSG00000143436,50
ENSG00000168264,50
ENSG00000143382,50
ENSG00000171824,50
ENSG00000143033,50
ENSG00000122406,50
ENSG00000085831,50
ENSG00000143319,50
ENSG00000143486,50
ENSG00000118217,50
ENSG00000131788,50
ENSG00000136628,50
ENSG00000160087,50
ENSG00000116717,50
ENSG00000143643,50
ENSG00000143575,50
ENSG00000162909,50
ENSG00000162601,50
ENSG00000084623,50
ENSG00000054523,50
ENSG00000143258,50
ENSG00000084072,50
ENSG00000090686,50
ENSG00000122218,50
ENSG00000155363,50
ENSG00000134684,50
ENSG00000031698,50
ENSG00000086619,50
ENSG00000077585,50
ENSG00000183291,50
ENSG00000133056,50
ENSG00000116406,50
ENSG00000127463,50
ENSG00000007923,50
ENSG00000053372,50
ENSG00000127481,50
ENSG00000163444,50
ENSG00000162413,50
ENSG00000117335,50
ENSG00000116221,50
ENSG00000116525,50
ENSG00000143570,50
ENSG00000177628,50
ENSG00000142676,50
ENSG00000158828,50
ENSG00000117280,50
ENSG00000076321,50
ENSG00000097046,50
ENSG00000069248,50
ENSG00000173726,50
ENSG00000143476,50
ENSG00000116679,50
ENSG00000121481,50
ENSG00000117592,50
ENSG00000132718,50
ENSG00000143318,50
ENSG00000134253,50
ENSG00000162627,50
ENSG00000117525,50
ENSG00000066135,50
ENSG00000162600,50
ENSG00000123080,50
ENSG00000117862,50
ENSG00000162378,50
ENSG00000162396,50
ENSG00000126067,50
ENSG00000028137,50
ENSG00000060688,50
ENSG00000065183,50
ENSG00000163479,50
ENSG00000160803,50
ENSG00000163468,50
ENSG00000117450,50
ENSG00000174574,50
ENSG00000196188,50
ENSG00000117593,50
ENSG00000116141,50
ENSG00000116478,50
ENSG00000117385,50
ENSG00000162889,50
ENSG00000117410,50
ENSG00000169914,50
ENSG00000215915,50
ENSG00000116977,50
ENSG00000131238,50
ENSG00000177954,50
ENSG00000160741,50
ENSG00000142871,50
ENSG00000070785,50
ENSG00000173846,50
ENSG00000142937,50
ENSG00000116688,50
ENSG00000158882,50
ENSG00000158859,50
ENSG00000083444,50
ENSG00000244038,50
ENSG00000162734,50
ENSG00000159352,50
ENSG00000116678,50
ENSG00000143401,50
ENSG00000170248,50
ENSG00000224051,50
ENSG00000162736,50
ENSG00000116030,50
ENSG00000138442,50
ENSG00000115275,50
ENSG00000018699,50
ENSG00000172071,50
ENSG00000144468,50
ENSG00000169047,50
ENSG00000170500,50
ENSG00000087338,50
ENSG00000138095,50
ENSG00000135945,50
ENSG00000143947,50
ENSG00000055044,50
ENSG00000115137,50
ENSG00000114988,50
ENSG00000080345,50
ENSG00000077232,50
ENSG00000115271,50
ENSG00000115414,50
ENSG00000115053,50
ENSG00000197635,50
ENSG00000144357,50
ENSG00000144381,50
ENSG00000213160,50
ENSG00000115514,50
ENSG00000115594,50
ENSG00000082898,50
ENSG00000119041,50
ENSG00000115966,50
ENSG00000115355,50
ENSG00000122085,50
ENSG00000158019,50
ENSG00000153827,50
ENSG00000153561,50
ENSG00000162924,50
ENSG00000239305,50
ENSG00000115561,50
ENSG00000144029,50
ENSG00000068724,50
ENSG00000124383,50
ENSG00000115415,50
ENSG00000075426,50
ENSG00000135624,50
ENSG00000116005,50
ENSG00000115211,50
ENSG00000198648,50
ENSG00000115484,50
ENSG00000115317,50
ENSG00000197756,50
ENSG00000143870,50
ENSG00000082438,50
ENSG00000068878,50
ENSG00000135930,50
ENSG00000168894,50
ENSG00000118640,50
ENSG00000124839,50
ENSG00000173163,50
ENSG00000184182,50
ENSG00000085760,50
ENSG00000152256,50
ENSG00000115464,50
ENSG00000171055,50
ENSG00000171132,50
ENSG00000049323,50
ENSG00000171863,50
ENSG00000077254,50
ENSG00000134375,50
ENSG00000235750,50
ENSG00000116161,50
ENSG00000197323,50
ENSG00000132128,50
ENSG00000011021,50
ENSG00000115946,50
ENSG00000160072,50
ENSG00000143569,50
ENSG00000116251,50
ENSG00000159388,50
ENSG00000085832,50
ENSG00000131778,50
ENSG00000077549,50
ENSG00000097033,50
ENSG00000116260,50
ENSG00000162923,50
ENSG00000162585,50
ENSG00000117676,50
ENSG00000143816,50
ENSG00000177606,50
ENSG00000116016,50
ENSG00000176407,50
ENSG00000119801,50
ENSG00000197329,50
ENSG00000081479,50
ENSG00000138363,50
ENSG00000115307,50
ENSG00000115289,50
ENSG00000123485,50
ENSG00000151665,50
ENSG00000168397,50
ENSG00000136536,50
ENSG00000144583,50
ENSG00000196141,50
ENSG00000136731,50
ENSG00000135916,50
ENSG00000130147,50
ENSG00000115233,50
ENSG00000136560,50
ENSG00000153107,50
ENSG00000115020,50
ENSG00000170035,50
ENSG00000138376,50
ENSG00000144118,50
ENSG00000144228,50
ENSG00000198612,50
ENSG00000116120,50
ENSG00000136718,50
ENSG00000144021,50
ENSG00000163162,50
ENSG00000116288,50
ENSG00000166275,50
ENSG00000123643,50
ENSG00000113643,50
ENSG00000106799,50
ENSG00000196363,50
ENSG00000165688,50
ENSG00000086065,50
ENSG00000107262,50
ENSG00000165661,50
ENSG00000130560,50
ENSG00000137075,50
ENSG00000097007,50
ENSG00000119396,50
ENSG00000155158,50
ENSG00000187239,50
ENSG00000078902,50
ENSG00000136878,50
ENSG00000122140,50
ENSG00000198642,50
ENSG00000221829,50
ENSG00000136930,50
ENSG00000136874,50
ENSG00000165271,50
ENSG00000148218,50
ENSG00000196305,50
ENSG00000136813,50
ENSG00000135063,50
ENSG00000059769,50
ENSG00000177239,50
ENSG00000106803,50
ENSG00000137073,50
ENSG00000149100,50
ENSG00000166016,50
ENSG00000110344,50
ENSG00000162341,50
ENSG00000197345,50
ENSG00000110619,50
ENSG00000076043,50
ENSG00000168496,50
ENSG00000174903,50
ENSG00000175592,50
ENSG00000110315,50
ENSG00000149357,50
ENSG00000168439,50
ENSG00000214026,50
ENSG00000135362,50
ENSG00000177830,50
ENSG00000110042,50
ENSG00000121236,50
ENSG00000126432,50
ENSG00000149257,50
ENSG00000110172,50
ENSG00000154127,50
ENSG00000137699,50
ENSG00000166266,50
ENSG00000173120,50
ENSG00000214414,50
ENSG00000169519,50
ENSG00000110107,50
ENSG00000177600,50
ENSG00000130714,50
ENSG00000095319,50
ENSG00000160445,50
ENSG00000147854,50
ENSG00000137074,50
ENSG00000176399,50
ENSG00000120158,50
ENSG00000104626,50
ENSG00000154359,50
ENSG00000157168,50
ENSG00000154188,50
ENSG00000198363,50
ENSG00000129691,50
ENSG00000214050,50
ENSG00000120885,50
ENSG00000107372,50
ENSG00000187840,50
ENSG00000253729,50
ENSG00000155100,50
ENSG00000169398,50
ENSG00000164695,50
ENSG00000104343,50
ENSG00000048392,50
ENSG00000160949,50
ENSG00000160957,50
ENSG00000147457,50
ENSG00000173530,50
ENSG00000120889,50
ENSG00000008853,50
ENSG00000104723,50
ENSG00000135040,50
ENSG00000130222,50
ENSG00000136891,50
ENSG00000165280,50
ENSG00000148356,50
ENSG00000136943,50
ENSG00000155876,50
ENSG00000135047,50
ENSG00000198876,50
ENSG00000095261,50
ENSG00000148187,50
ENSG00000147912,50
ENSG00000148384,50
ENSG00000107223,50
ENSG00000172889,50
ENSG00000159069,50
ENSG00000155827,50
ENSG00000136897,50
ENSG00000197070,50
ENSG00000167118,50
ENSG00000197958,50
ENSG00000148344,50
ENSG00000119487,50
ENSG00000136942,50
ENSG00000187742,50
ENSG00000148331,50
ENSG00000196781,50
ENSG00000086061,50
ENSG00000196730,50
ENSG00000136810,50
ENSG00000129084,50
ENSG00000136574,50
ENSG00000129083,50
ENSG00000133318,50
ENSG00000196372,50
ENSG00000197893,50
ENSG00000185532,50
ENSG00000151929,50
ENSG00000122861,50
ENSG00000148824,50
ENSG00000170430,50
ENSG00000072422,50
ENSG00000148843,50
ENSG00000166169,50
ENSG00000052749,50
ENSG00000166167,50
ENSG00000138180,50
ENSG00000165733,50
ENSG00000148481,50
ENSG00000067082,50
ENSG00000174775,50
ENSG00000149292,50
ENSG00000110330,50
ENSG00000137693,50
ENSG00000109919,50
ENSG00000167770,50
ENSG00000074266,50
ENSG00000073921,50
ENSG00000180210,50
ENSG00000110321,50
ENSG00000072401,50
ENSG00000166313,50
ENSG00000187522,50
ENSG00000165868,50
ENSG00000198924,50
ENSG00000168283,50
ENSG00000182180,50
ENSG00000213551,50
ENSG00000165732,50
ENSG00000107643,50
ENSG00000107954,50
ENSG00000136758,50
ENSG00000065675,50
ENSG00000176171,50
ENSG00000107872,50
ENSG00000148719,50
ENSG00000138166,50
ENSG00000148672,50
ENSG00000130640,50
ENSG00000148516,50
ENSG00000266412,50
ENSG00000108179,50
ENSG00000107937,50
ENSG00000168209,50
ENSG00000165338,50
ENSG00000179988,50
ENSG00000107959,50
ENSG00000148840,50
ENSG00000265354,50
ENSG00000176986,50
ENSG00000148730,50
ENSG00000118363,50
ENSG00000148925,50
ENSG00000110395,50
ENSG00000166340,50
ENSG00000132254,50
ENSG00000132256,50
ENSG00000084207,50
ENSG00000118181,50
ENSG00000196954,50
ENSG00000165916,50
ENSG00000089597,50
ENSG00000167986,50
ENSG00000205339,50
ENSG00000142102,50
ENSG00000137509,50
ENSG00000173113,50
ENSG00000085733,50
ENSG00000149131,50
ENSG00000213593,50
ENSG00000156587,50
ENSG00000123444,50
ENSG00000117984,50
ENSG00000109861,50
ENSG00000002330,50
ENSG00000175390,50
ENSG00000182934,50
ENSG00000175634,50
ENSG00000175581,50
ENSG00000162222,50
ENSG00000167325,50
ENSG00000110711,50
ENSG00000074319,50
ENSG00000129757,50
ENSG00000134575,50
ENSG00000132274,50
ENSG00000110719,50
ENSG00000175104,50
ENSG00000149212,50
ENSG00000048028,50
ENSG00000014216,50
ENSG00000149792,50
ENSG00000162129,50
ENSG00000118369,50
ENSG00000188997,50
ENSG00000149428,50
ENSG00000030066,50
ENSG00000110092,50
ENSG00000036672,50
ENSG00000173456,50
ENSG00000110429,50
ENSG00000137474,50
ENSG00000142186,50
ENSG00000185627,50
ENSG00000149196,50
ENSG00000095139,50
ENSG00000168040,50
ENSG00000011405,50
ENSG00000110700,50
ENSG00000154114,50
ENSG00000048649,50
ENSG00000184743,50
ENSG00000161016,50
ENSG00000168495,50
ENSG00000168487,50
ENSG00000105854,50
ENSG00000106397,50
ENSG00000106366,50
ENSG00000006715,50
ENSG00000239789,50
ENSG00000146729,50
ENSG00000146731,50
ENSG00000106100,50
ENSG00000122550,50
ENSG00000106399,50
ENSG00000178381,50
ENSG00000118503,50
ENSG00000128590,50
ENSG00000135547,50
ENSG00000124608,50
ENSG00000096384,50
ENSG00000111859,50
ENSG00000112715,50
ENSG00000112062,50
ENSG00000204209,50
ENSG00000291237,50
ENSG00000124614,50
ENSG00000137309,50
ENSG00000055208,50
ENSG00000285219,50
ENSG00000146247,50
ENSG00000146373,50
ENSG00000056972,50
ENSG00000164603,50
ENSG00000106615,50
ENSG00000055609,50
ENSG00000106682,50
ENSG00000185467,50
ENSG00000122674,50
ENSG00000122687,50
ENSG00000105835,50
ENSG00000146574,50
ENSG00000198742,50
ENSG00000180535,50
ENSG00000146833,50
ENSG00000136267,50
ENSG00000136240,50
ENSG00000064393,50
ENSG00000146830,50
ENSG00000049541,50
ENSG00000161057,50
ENSG00000106683,50
ENSG00000106591,50
ENSG00000122565,50
ENSG00000105793,50
ENSG00000106080,50
ENSG00000164897,50
ENSG00000168090,50
ENSG00000106554,50
ENSG00000122779,50
ENSG00000006530,50
ENSG00000164675,50
ENSG00000197442,50
ENSG00000025796,50
ENSG00000189298,50
ENSG00000118420,50
ENSG00000130338,50
ENSG00000008018,50
ENSG00000001036,50
ENSG00000186231,50
ENSG00000118689,50
ENSG00000112306,50
ENSG00000146072,50
ENSG00000168216,50
ENSG00000047932,50
ENSG00000112249,50
ENSG00000196591,50
ENSG00000112208,50
ENSG00000112339,50
ENSG00000112701,50
ENSG00000005700,50
ENSG00000124731,50
ENSG00000065615,50
ENSG00000112079,50
ENSG00000065308,50
ENSG00000112078,50
ENSG00000124784,50
ENSG00000007944,50
ENSG00000204713,50
ENSG00000008083,50
ENSG00000153162,50
ENSG00000198833,50
ENSG00000118496,50
ENSG00000137393,50
ENSG00000021355,50
ENSG00000137409,50
ENSG00000137168,50
ENSG00000137161,50
ENSG00000014123,50
ENSG00000112578,50
ENSG00000135317,50
ENSG00000231500,50
ENSG00000111875,50
ENSG00000123552,50
ENSG00000204619,50
ENSG00000135334,50
ENSG00000164430,50
ENSG00000010017,50
ENSG00000204386,50
ENSG00000112561,50
ENSG00000204435,50
ENSG00000204389,50
ENSG00000204390,50
ENSG00000204394,50
ENSG00000180992,50
ENSG00000024048,50
ENSG00000130348,50
ENSG00000124541,50
ENSG00000146223,50
ENSG00000112110,50
ENSG00000112367,50
ENSG00000112293,50
ENSG00000146678,50
ENSG00000146674,50
ENSG00000122642,50
ENSG00000105875,50
ENSG00000133874,50
ENSG00000221914,50
ENSG00000104765,50
ENSG00000168300,50
ENSG00000134020,50
ENSG00000102096,50
ENSG00000166681,50
ENSG00000005893,50
ENSG00000129682,50
ENSG00000182492,50
ENSG00000086758,50
ENSG00000198034,50
ENSG00000164949,50
ENSG00000102144,50
ENSG00000102030,50
ENSG00000102054,50
ENSG00000068323,50
ENSG00000102226,50
ENSG00000005022,50
ENSG00000186416,50
ENSG00000068308,50
ENSG00000182872,50
ENSG00000101846,50
ENSG00000155008,50
ENSG00000185515,50
ENSG00000130741,50
ENSG00000169446,50
ENSG00000189221,50
ENSG00000176566,50
ENSG00000156482,50
ENSG00000158806,50
ENSG00000104635,50
ENSG00000070501,50
ENSG00000137563,50
ENSG00000008988,50
ENSG00000104408,50
ENSG00000120526,50
ENSG00000175073,50
ENSG00000164938,50
ENSG00000179632,50
ENSG00000179526,50
ENSG00000185189,50
ENSG00000164924,50
ENSG00000172680,50
ENSG00000160948,50
ENSG00000185122,50
ENSG00000047249,50
ENSG00000104324,50
ENSG00000147604,50
ENSG00000067167,50
ENSG00000104375,50
ENSG00000104388,50
ENSG00000034677,50
ENSG00000215114,50
ENSG00000156509,50
ENSG00000164841,50
ENSG00000261236,50
ENSG00000145860,50
ENSG00000072506,50
ENSG00000184831,50
ENSG00000106078,50
ENSG00000015676,50
ENSG00000146648,50
ENSG00000001626,50
ENSG00000106305,50
ENSG00000155660,50
ENSG00000196584,50
ENSG00000136244,50
ENSG00000157778,50
ENSG00000188186,50
ENSG00000127922,50
ENSG00000196683,50
ENSG00000170852,50
ENSG00000136261,50
ENSG00000055130,50
ENSG00000106263,50
ENSG00000136273,50
ENSG00000005486,50
ENSG00000009954,50
ENSG00000064419,50
ENSG00000091073,50
ENSG00000106052,50
ENSG00000171130,50
ENSG00000077800,50
ENSG00000146755,50
ENSG00000130305,50
ENSG00000169871,50
ENSG00000106246,50
ENSG00000130066,50
ENSG00000136238,50
ENSG00000105819,50
ENSG00000123131,50
ENSG00000123595,50
ENSG00000071553,50
ENSG00000160131,50
ENSG00000198918,50
ENSG00000181191,50
ENSG00000147403,50
ENSG00000196924,50
ENSG00000083750,50
ENSG00000188021,50
ENSG00000147224,50
ENSG00000241343,50
ENSG00000185825,50
ENSG00000179222,50
ENSG00000102178,50
ENSG00000155959,50
ENSG00000182220,50
ENSG00000171365,50
ENSG00000012174,50
ENSG00000106617,50
ENSG00000174697,50
ENSG00000155034,50
ENSG00000105993,50
ENSG00000157954,50
ENSG00000080802,50
ENSG00000005249,50
ENSG00000186591,50
ENSG00000107341,50
ENSG00000082996,51
