,Gene,Hallmark,Subprocess,ENSEMBL,ENSEMBL_mice
3152,UFL1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000014123,ENSMUSG00000040359
3153,UBA5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000081307,ENSMUSG00000032557
3154,UFC1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000143222,ENSMUSG00000062963
3155,UFM1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000120686,ENSMUSG00000027746
3156,PEX5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000288217,ENSMUSG00000005069
3158,LRSAM1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000148356,ENSMUSG00000026792
3159,PHF23,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000040633,ENSMUSG00000018572
3160,RNF166,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000158717,ENSMUSG00000014470
3161,AUP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000115307,ENSMUSG00000068328
3162,UBE2G2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000184787,ENSMUSG00000009293
3163,RAB7A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000075785,
3164,RAB7B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000276600,ENSMUSG00000052688
3165,ADRB2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000169252,ENSMUSG00000045730
3166,USP9X,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000124486,ENSMUSG00000031010
3168,OPTN,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000123240,ENSMUSG00000026672
3169,CALCOCO2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000136436,ENSMUSG00000006056
3170,TAX1BP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000106052,ENSMUSG00000004535
3171,FUNDC1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000069509,ENSMUSG00000025040
3172,BCL2L13,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000099968,ENSMUSG00000009112
3173,FKBP8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000105701,ENSMUSG00000019428
3174,PHB2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000215021,ENSMUSG00000004264
3175,NLRX1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000160703,ENSMUSG00000032109
3176,TUFM,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000178952,ENSMUSG00000073838
3177,MAP1S,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000130479,ENSMUSG00000019261
3178,TBC1D15,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000121749,ENSMUSG00000020130
3179,TBC1D17,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104946,ENSMUSG00000038520
3182,RETREG1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000154153,ENSMUSG00000022270
3183,RETREG2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000144567,ENSMUSG00000049339
3184,RETREG3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141699,ENSMUSG00000017802
3185,SEC62,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000008952,ENSMUSG00000027706
3186,RTN3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000133318,ENSMUSG00000024758
3187,CCPG1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000260916,ENSMUSG00000034563
3189,TEX264,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164081,ENSMUSG00000040813
3190,CALCOCO1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000012822,ENSMUSG00000023055
3191,CDK5RAP3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000108465,ENSMUSG00000018669
3193,NBR1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000188554,ENSMUSG00000017119
3195,TRIM16,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000221926,ENSMUSG00000047821
3196,PJVK,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000204311,ENSMUSG00000075267
3197,LMNB1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000113368,ENSMUSG00000024590
3202,TRIM5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000132256,ENSMUSG00000060441
3206,TOLLIP,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000078902,ENSMUSG00000025139
3208,STBD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000118804,ENSMUSG00000047963
3209,NUFIP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000083635,ENSMUSG00000022009
3210,NCOA4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000266412,ENSMUSG00000056234
3211,RAB26,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167964,ENSMUSG00000079657
3214,TRIM17,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000162931,ENSMUSG00000036964
3215,MEFV,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000103313,ENSMUSG00000022534
3216,CCDC50,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000152492,ENSMUSG00000038127
3217,HSPA8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000109971,ENSMUSG00000015656
3218,BAG3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000151929,ENSMUSG00000030847
3219,HSPB8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000152137,ENSMUSG00000041548
3220,STUB1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000103266,ENSMUSG00000039615
3221,SAMM50,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100347,ENSMUSG00000022437
3222,FBXO7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100225,ENSMUSG00000001786
3223,VPS13D,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000048707,ENSMUSG00000020220
3224,PLAA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000137055,ENSMUSG00000028577
3225,YOD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000180667,ENSMUSG00000046404
3226,UBXN6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167671,ENSMUSG00000019578
3227,ACBD5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000107897,ENSMUSG00000026781
3228,WDFY3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163625,ENSMUSG00000043940
3229,TRIM21,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000132109,ENSMUSG00000030966
3230,PPARGC1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000109819,ENSMUSG00000029167
3231,TRIB3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101255,ENSMUSG00000032715
3232,USP36,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000055483,ENSMUSG00000033909
3233,DDX5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000108654,ENSMUSG00000020719
3234,RIPK3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000285379,ENSMUSG00000022221
3235,SKP2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000145604,ENSMUSG00000054115
3236,NEDD4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000069869,ENSMUSG00000032216
3237,BNIP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000113734,ENSMUSG00000024191
3238,RNF185,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000138942,ENSMUSG00000020448
3239,MARCHF5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198060,ENSMUSG00000023307
3241,TANK,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000136560,ENSMUSG00000064289
3242,NAP1L1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000187109,ENSMUSG00000058799
3243,LGALS8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000116977,ENSMUSG00000057554
3244,AZI2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163512,ENSMUSG00000039285
3245,SYNPO2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000172403,ENSMUSG00000050315
3247,RABGEF1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000154710,ENSMUSG00000025340
3248,RAB17,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000124839,ENSMUSG00000026304
3249,RAB23,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000112210,ENSMUSG00000004768
3250,MAP1LC3A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101460,ENSMUSG00000027602
3252,MAP1LC3C,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000197769,
3255,GABARAPL2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000034713,ENSMUSG00000031950
3256,SPATA18,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163071,ENSMUSG00000029155
3257,OPA1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198836,ENSMUSG00000038084
3258,TSG101,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000074319,ENSMUSG00000014402
3259,VPS28,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000160948,ENSMUSG00000115987
3260,VPS37A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000155975,ENSMUSG00000031600
3261,VPS37B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000139722,ENSMUSG00000066278
3262,VPS37C,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167987,ENSMUSG00000048832
3263,VPS37D,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000176428,ENSMUSG00000043614
3264,MVB12A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141971,ENSMUSG00000031813
3265,MVB12B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196814,ENSMUSG00000038740
3266,UBAP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000165006,ENSMUSG00000028437
3267,UMAD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000219545,ENSMUSG00000089862
3268,CHMP1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000131165,ENSMUSG00000000743
3269,CHMP1B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000255112,ENSMUSG00000109901
3270,CHMP2A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000130724,ENSMUSG00000033916
3271,CHMP2B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000083937,ENSMUSG00000004843
3272,CHMP3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000115561,ENSMUSG00000053119
3273,CHMP4A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000285302,
3274,CHMP4B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101421,ENSMUSG00000038467
3275,CHMP4C,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164695,ENSMUSG00000027536
3276,CHMP5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000086065,ENSMUSG00000028419
3277,CHMP6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000176108,ENSMUSG00000025371
3278,CHMP7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000147457,ENSMUSG00000034190
3279,VPS4A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000132612,ENSMUSG00000031913
3280,VPS4B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000119541,ENSMUSG00000009907
3281,STX12,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000117758,ENSMUSG00000028879
3282,VTI1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000151532,ENSMUSG00000024983
3283,PDCD6IP,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000170248,ENSMUSG00000032504
3289,RILP,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167705,ENSMUSG00000038195
3290,ARL8A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000143862,ENSMUSG00000026426
3291,ARL8B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000134108,ENSMUSG00000030105
3292,RUFY3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000018189,ENSMUSG00000029291
3293,RUFY4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000188282,ENSMUSG00000061815
3294,MAPK8IP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000121653,ENSMUSG00000027223
3295,FYCO1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163820,ENSMUSG00000025241
3296,MYO6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196586,ENSMUSG00000033577
3298,TOM1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100284,ENSMUSG00000042870
3300,HTT,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000197386,ENSMUSG00000029104
3301,HAP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000173805,ENSMUSG00000006930
3302,OSBPL1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141447,ENSMUSG00000044252
3308,PIKFYVE,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000115020,ENSMUSG00000025949
3309,VAC14,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000103043,ENSMUSG00000010936
3310,FIG4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000112367,ENSMUSG00000038417
3312,PI4K2A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000155252,ENSMUSG00000025178
3313,INPP5E,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000148384,ENSMUSG00000026925
3317,UVRAG,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198382,ENSMUSG00000035354
3318,SH3GLB1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000097033,ENSMUSG00000037062
3319,RUBCN,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000145016,ENSMUSG00000035629
3320,RUBCNL,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000102445,ENSMUSG00000034959
3321,ZFYVE26,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000072121,ENSMUSG00000066440
3325,SMURF1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198742,ENSMUSG00000038780
3326,HUNK,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000142149,ENSMUSG00000053414
3329,STX6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000135823,ENSMUSG00000026470
3332,RAB29,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000117280,ENSMUSG00000026433
3333,MON1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164077,ENSMUSG00000032583
3334,MON1B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000103111,ENSMUSG00000078908
3335,CCZ1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000122674,ENSMUSG00000029617
3336,CCZ1B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000146574,
3337,RMC1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141452,ENSMUSG00000024410
3338,LRRK1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000154237,ENSMUSG00000015133
3339,TBC1D2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000095383,ENSMUSG00000039813
3340,RAB8B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000166128,ENSMUSG00000036943
3343,SNAP29,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000099940,ENSMUSG00000022765
3344,YKT6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000106636,ENSMUSG00000002741
3345,VAMP8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000118640,ENSMUSG00000050732
3346,BIRC6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000115760,ENSMUSG00000024073
3347,RAB21,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000080371,ENSMUSG00000020132
3348,SBF2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000133812,ENSMUSG00000038371
3349,EPG5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000152223,ENSMUSG00000039840
3351,OGT,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000147162,ENSMUSG00000034160
3352,NPC1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141458,ENSMUSG00000024413
3353,BLOC1S1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000135441,ENSMUSG00000090247
3354,BLOC1S2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196072,ENSMUSG00000057506
3355,SNAPIN,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000143553,ENSMUSG00000001018
3356,KXD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000105700,ENSMUSG00000055553
3357,BORCS5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000165714,ENSMUSG00000042992
3358,BORCS6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196544,ENSMUSG00000045176
3359,BORCS7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000166275,ENSMUSG00000062376
3360,BORCS8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000254901,ENSMUSG00000002345
3361,VPS11,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000280616,ENSMUSG00000032127
3362,VPS16,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000215305,ENSMUSG00000027411
3363,VPS18,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104142,ENSMUSG00000034216
3364,VPS33A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000139719,ENSMUSG00000029434
3365,VPS39,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000166887,ENSMUSG00000027291
3366,VPS41,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000006715,ENSMUSG00000041236
3369,KIF1B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000054523,ENSMUSG00000063077
3370,PLEKHM2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000116786,ENSMUSG00000028917
3377,STK3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104375,ENSMUSG00000022329
3379,PLEKHM1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000277111,ENSMUSG00000034247
3383,SRC,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000197122,ENSMUSG00000027646
3384,GORASP2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000115806,ENSMUSG00000014959
3385,HDAC6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000094631,ENSMUSG00000031161
3386,CTTN,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000085733,ENSMUSG00000031078
3387,TECPR1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000205356,ENSMUSG00000066621
3391,CLN3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000261832,ENSMUSG00000030720
3392,LAMP2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000005893,ENSMUSG00000016534
3398,KIF5B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000170759,ENSMUSG00000006740
3399,MCOLN1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000090674,ENSMUSG00000004567
3400,MCOLN3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000055732,ENSMUSG00000036853
3401,RAB24,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000169228,ENSMUSG00000034789
3403,ACIN1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100813,ENSMUSG00000022185
3404,CDK5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164885,ENSMUSG00000028969
3405,CDK5R1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000176749,ENSMUSG00000048895
3406,DRAM1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000136048,ENSMUSG00000020057
3407,DRAM2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000156171,ENSMUSG00000027900
3408,TMEM150B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000180061,ENSMUSG00000046456
3409,SIK2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000170145,ENSMUSG00000037112
3410,SNX14,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000135317,ENSMUSG00000032422
3411,QSOX1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000116260,ENSMUSG00000033684
3413,CTSA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000064601,ENSMUSG00000017760
3414,CTSB,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164733,ENSMUSG00000021939
3415,CTSC,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000109861,ENSMUSG00000030560
3416,CTSD,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000117984,ENSMUSG00000007891
3417,CTSF,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000174080,ENSMUSG00000083282
3418,CTSG,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100448,ENSMUSG00000040314
3419,CTSH,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000103811,ENSMUSG00000032359
3420,CTSK,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000143387,ENSMUSG00000028111
3421,CTSL,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000135047,ENSMUSG00000021477
3422,CTSO,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000256043,ENSMUSG00000028015
3423,CTSS,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163131,ENSMUSG00000038642
3424,CTSV,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000136943,
3425,CTSW,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000172543,ENSMUSG00000024910
3426,CTSZ,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101160,ENSMUSG00000016256
3427,PRTN3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196415,ENSMUSG00000057729
3428,DPP4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000197635,ENSMUSG00000035000
3429,DPP7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000176978,ENSMUSG00000026958
3430,GGH,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000137563,ENSMUSG00000073987
3431,LGMN,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100600,ENSMUSG00000021190
3432,TPP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000166340,ENSMUSG00000030894
3433,PPT1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000131238,ENSMUSG00000028657
3434,PPT2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000168452,ENSMUSG00000015474
3435,PCYOX1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000116005,ENSMUSG00000029998
3436,PON2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000105854,ENSMUSG00000032667
3437,TXNDC5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000239264,ENSMUSG00000038991
3438,IFI30,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000216490,ENSMUSG00000031838
3439,AGA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000038002,ENSMUSG00000031521
3440,GAA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000171298,ENSMUSG00000025579
3441,GLA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000102393,ENSMUSG00000031266
3442,GLB1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000170266,ENSMUSG00000045594
3443,MAN2B1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104774,ENSMUSG00000005142
3444,MAN2B2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000013288,ENSMUSG00000029119
3445,MANBA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000109323,ENSMUSG00000028164
3446,CHIT1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000133063,ENSMUSG00000026450
3447,CTBS,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000117151,ENSMUSG00000028189
3448,FUCA1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000179163,ENSMUSG00000028673
3449,FUCA2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000001036,ENSMUSG00000019810
3450,GM2A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196743,ENSMUSG00000000594
3451,HEXA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000213614,ENSMUSG00000025232
3452,HEXB,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000049860,ENSMUSG00000021665
3453,HYAL1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000114378,ENSMUSG00000010051
3454,HYAL2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000068001,ENSMUSG00000010047
3455,HYAL3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000186792,ENSMUSG00000036091
3456,GUSB,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000169919,ENSMUSG00000025534
3457,IDUA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000127415,ENSMUSG00000033540
3458,NEU1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000204386,ENSMUSG00000007038
3459,NEU4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000204099,ENSMUSG00000034000
3460,SIAE,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000110013,ENSMUSG00000001942
3461,PYGB,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100994,ENSMUSG00000033059
3462,HPSE,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000173083,ENSMUSG00000035273
3463,NAGLU,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000108784,ENSMUSG00000001751
3464,HGSNAT,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000165102,ENSMUSG00000037260
3465,SGSH,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000181523,ENSMUSG00000005043
3466,ABHD6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163686,ENSMUSG00000025277
3467,DAGLB,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164535,ENSMUSG00000039206
3468,LIPA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000107798,ENSMUSG00000024781
3469,PLA2G10,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000276870,ENSMUSG00000022683
3470,PLA2G15,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000103066,ENSMUSG00000031903
3471,PLA2G4E,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000188089,ENSMUSG00000050211
3472,PLA2G5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000127472,ENSMUSG00000041193
3473,PLBD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000121316,ENSMUSG00000030214
3474,PLBD2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000151176,ENSMUSG00000029598
3475,PLD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000075651,ENSMUSG00000027695
3476,PLD3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000105223,ENSMUSG00000003363
3477,PRDX6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000117592,ENSMUSG00000026701
3478,GPLD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000112293,ENSMUSG00000021340
3479,NAAA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000138744,ENSMUSG00000029413
3480,ASAH1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104763,ENSMUSG00000031591
3481,GALC,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000054983,ENSMUSG00000021003
